Peverill St/Burke Rd;Balwyn;Peverill St / Burke Rd, Balwyn 3103;-37.814110,145.060070
Deepdene Shopping Centre/Whitehorse Rd;Balwyn;Creswick St / Whitehorse Rd, Balwyn 3103;-37.810790,145.064724
Deepdene Park/Whitehorse Rd;Balwyn;Leonard St / Whitehorse Rd, Balwyn 3103;-37.811241,145.068526
Balwyn Shopping Centre/Whitehorse Rd;Balwyn;Yerrin St / Whitehorse Rd, Balwyn 3103;-37.813060,145.083619
Narrak Rd/Whitehorse Rd;Balwyn;Narrak Rd / Whitehorse Rd, Balwyn 3103;-37.814405,145.094790
Union Rd/Whitehorse Rd;Balwyn;Union Rd / Whitehorse Rd, Balwyn 3103;-37.814973,145.099281
Burke Rd/Whitehorse Rd;Balwyn;Burke Rd / Whitehorse Rd, Balwyn 3103;-37.810441,145.060857
Burke Rd/Doncaster Rd;Balwyn North;Burke Rd / Doncaster Rd, Balwyn North 3104;-37.793167,145.065211
Wattle Ave/Doncaster Rd;Balwyn North;Wattle Ave / Doncaster Rd, Balwyn North 3104;-37.792851,145.067470
North Balwyn Shopping Centre/Doncaster Rd;Balwyn North;Macedon Ave / Doncaster Rd, Balwyn North 3104;-37.792707,145.071435
Sunburst Ave/Doncaster Rd;Balwyn North;Sunburst Ave / Doncaster Rd, Balwyn North 3104;-37.793216,145.074268
Cityview Rd/Doncaster Rd;Balwyn North;Cityview Rd / Doncaster Rd, Balwyn North 3104;-37.793758,145.077462
Hill Rd/Doncaster Rd;Balwyn North;Hill Rd / Doncaster Rd, Balwyn North 3104;-37.794258,145.081192
Balwyn Rd/Doncaster Rd;Balwyn North;Balwyn Rd / Doncaster Rd, Balwyn North 3104;-37.794655,145.084536
Dight Ave/Doncaster Rd;Balwyn North;Dight Ave / Doncaster Rd, Balwyn North 3104;-37.794373,145.080934
Buchanan Ave/Doncaster Rd;Balwyn North;Buchanan Ave / Doncaster Rd, Balwyn North 3104;-37.793941,145.077723
Osburn Ave/Doncaster Rd;Balwyn North;Osburn Ave / Doncaster Rd, Balwyn North 3104;-37.793414,145.074565
North Balwyn Shopping Centre/Doncaster Rd;Balwyn North;Bulleen Rd / Doncaster Rd, Balwyn North 3104;-37.792729,145.070719
Burke Rd/Doncaster Rd;Balwyn North;Burke Rd / Doncaster Rd, Balwyn North 3104;-37.793470,145.064270
Elgar Rd/Whitehorse Rd;Box Hill;Elgar Rd / Whitehorse Rd, Box Hill 3128;-37.816925,145.115591
Nelson Rd/Whitehorse Rd;Box Hill;Nelson Rd / Whitehorse Rd, Box Hill 3128;-37.817459,145.119866
Box Hill Central/Whitehorse Rd;Box Hill;Bruce St / Whitehorse Rd, Box Hill 3128;-37.817879,145.122349
East Brighton/Hawthorn Rd;Brighton East;Nepean Hwy / Hawthorn Rd, Brighton East 3187;-37.914270,145.016830
Howell St/Hawthorn Rd;Brighton East;Howell St / Hawthorn Rd, Brighton East 3187;-37.911090,145.017390
Union St/Hawthorn Rd;Brighton East;Union St / Hawthorn Rd, Brighton East 3187;-37.908730,145.017770
Alexander St/Hawthorn Rd;Brighton East;Alexander St / Hawthorn Rd, Brighton East 3187;-37.906570,145.018140
Taylor St/Hawthorn Rd;Brighton East;Taylor St / Hawthorn Rd, Brighton East 3187;-37.904090,145.018600
North Rd/Hawthorn Rd;Brighton East;North Rd / Hawthorn Rd, Brighton East 3187;-37.901570,145.019070
Rogers Ave/Hawthorn Rd;Brighton East;Rogers Ave / Hawthorn Rd, Brighton East 3187;-37.911080,145.017530
Davey Ave/Hawthorn Rd;Brighton East;Davey Ave / Hawthorn Rd, Brighton East 3187;-37.906370,145.018330
Moreland Rd/Sydney Rd;Brunswick;Moreland Rd / Sydney Rd, Brunswick 3056;-37.755637,144.964016
Brunswick Tram Depot/Sydney Rd;Brunswick;Donald St / Sydney Rd, Brunswick 3056;-37.757812,144.963637
Albion St/Sydney Rd;Brunswick;Albion St / Sydney Rd, Brunswick 3056;-37.760963,144.963091
Stewart St/Sydney Rd;Brunswick;Stewart St / Sydney Rd, Brunswick 3056;-37.763233,144.962698
Brunswick Baptist Church/Sydney Rd;Brunswick;Blyth St / Sydney Rd, Brunswick 3056;-37.765581,144.962304
Victoria St/Sydney Rd;Brunswick;Victoria St / Sydney Rd, Brunswick 3056;-37.767142,144.962032
Albert St/Sydney Rd;Brunswick;Albert St / Sydney Rd, Brunswick 3056;-37.768949,144.961719
Brunswick Town Hall/Sydney Rd;Brunswick;Dawson St / Sydney Rd, Brunswick 3056;-37.771645,144.961264
Barkly Square/115 Sydney Rd;Brunswick;Sydney Rd, Brunswick 3056;-37.774839,144.960738
Brunswick Rd/Sydney Rd;Brunswick;Brunswick Rd / Sydney Rd, Brunswick 3056;-37.777294,144.960329
Blyth St/Sydney Rd;Brunswick;Blyth St / Sydney Rd, Brunswick 3056;-37.765356,144.962514
Glenlyon Rd/Sydney Rd;Brunswick;Glenlyon Rd / Sydney Rd, Brunswick 3056;-37.771370,144.961478
Foden St/Dawson St;Brunswick;Foden St / Dawson St, Brunswick 3056;-37.769790,144.947380
Smith St/Melville Rd;Brunswick;Smith St / Melville Rd, Brunswick 3056;-37.767310,144.943320
South Daly St/Dawson St;Brunswick;South Daly St / Dawson St, Brunswick 3056;-37.769590,144.944420
Brunswick Rd/Lygon St;Brunswick;Brunswick Rd / Lygon St, Brunswick 3056;-37.778453,144.970633
Moreland Rd/Holmes St;Brunswick;Moreland Rd / Holmes St, Brunswick 3056;-37.756878,144.974757
Holmes St/Moreland Rd;Brunswick;Holmes St / Moreland Rd, Brunswick 3056;-37.756568,144.974626
Barkly Square/Sydney Rd;Brunswick;Weston St / Sydney Rd, Brunswick 3056;-37.774653,144.960933
Albert St/Nicholson St;Brunswick East;Albert St / Nicholson St, Brunswick East 3057;-37.770420,144.979830
Victoria St/Nicholson St;Brunswick East;Victoria St / Nicholson St, Brunswick East 3057;-37.768760,144.980090
Miller St/Nicholson St;Brunswick East;Miller St / Nicholson St, Brunswick East 3057;-37.776370,144.978620
Glenlyon Rd/Nicholson St;Brunswick East;Glenlyon Rd / Nicholson St, Brunswick East 3057;-37.773610,144.979080
Blyth St/Nicholson St;Brunswick East;Blyth St / Nicholson St, Brunswick East 3057;-37.767470,144.980220
Weston St/Lygon St;Brunswick East;Weston St / Lygon St, Brunswick East 3057;-37.775668,144.970972
Glenlyon Rd/Lygon St;Brunswick East;Glenlyon Rd / Lygon St, Brunswick East 3057;-37.772740,144.971419
Albert St/Lygon St;Brunswick East;Albert St / Lygon St, Brunswick East 3057;-37.769785,144.971949
Victoria St/Lygon St;Brunswick East;Victoria St / Lygon St, Brunswick East 3057;-37.768204,144.972229
Blyth St/Lygon St;Brunswick East;Blyth St / Lygon St, Brunswick East 3057;-37.766664,144.972508
Stewart St/Lygon St;Brunswick East;Stewart St / Lygon St, Brunswick East 3057;-37.764429,144.972898
Albion St/Lygon St;Brunswick East;Albion St / Lygon St, Brunswick East 3057;-37.762372,144.973269
Mitchell St/Holmes St;Brunswick East;Mitchell St / Holmes St, Brunswick East 3057;-37.759389,144.974329
Albion St/Holmes St;Brunswick East;Albion St / Holmes St, Brunswick East 3057;-37.761890,144.974063
Donald St/Holmes St;Brunswick East;Donald St / Holmes St, Brunswick East 3057;-37.759265,144.974515
Brunswick Rd/Grantham St;Brunswick West;Brunswick Rd / Grantham St, Brunswick West 3055;-37.775540,144.948920
Union Square Shopping Centre/Grantham St;Brunswick West;Union St / Grantham St, Brunswick West 3055;-37.772370,144.949530
Grantham St/Dawson St;Brunswick West;Grantham St / Dawson St, Brunswick West 3055;-37.770080,144.949760
Daly St/Dawson St;Brunswick West;Daly St / Dawson St, Brunswick West 3055;-37.769400,144.944170
Victoria St/Melville Rd;Brunswick West;Victoria St / Melville Rd, Brunswick West 3055;-37.764710,144.943890
Hope St/Melville Rd;Brunswick West;Hope St / Melville Rd, Brunswick West 3055;-37.762040,144.944380
Albion St/Melville Rd;Brunswick West;Albion St / Melville Rd, Brunswick West 3055;-37.758560,144.944990
Jacobs Reserve/Melville Rd;Brunswick West;Culloden St / Melville Rd, Brunswick West 3055;-37.756620,144.945380
Mattingley Cres/Melville Rd;Brunswick West;Mattingley Cres / Melville Rd, Brunswick West 3055;-37.754800,144.945710
Moreland Rd/Melville Rd;Brunswick West;Moreland Rd / Melville Rd, Brunswick West 3055;-37.753160,144.945900
Dawson St/Grantham St;Brunswick West;Dawson St / Grantham St, Brunswick West 3055;-37.770300,144.949740
Smith St/Melville Rd;Brunswick West;Smith St / Melville Rd, Brunswick West 3055;-37.767610,144.943090
McGregor Ave/Melville Rd;Brunswick West;McGregor Ave / Melville Rd, Brunswick West 3055;-37.754780,144.945550
RMIT/Plenty Rd;Bundoora;McKimmies Rd / Plenty Rd, Bundoora 3083;-37.679110,145.069470
Clements Dr/Plenty Rd;Bundoora;Clements Dr / Plenty Rd, Bundoora 3083;-37.681950,145.068910
Taunton Dr/Plenty Rd;Bundoora;Taunton Dr / Plenty Rd, Bundoora 3083;-37.687880,145.066780
Greenhills Rd/Plenty Rd;Bundoora;Greenhills Rd / Plenty Rd, Bundoora 3083;-37.691550,145.063240
Bundoora Square SC/Plenty Rd;Bundoora;Daly Pl / Plenty Rd, Bundoora 3083;-37.695530,145.059660
Settlement Rd/Plenty Rd;Bundoora;Settlement Rd / Plenty Rd, Bundoora 3083;-37.697960,145.058850
Grimshaw St/Plenty Rd;Bundoora;Grimshaw St / Plenty Rd, Bundoora 3083;-37.700120,145.058180
Mount Cooper Dr/Plenty Rd;Bundoora;Mount Cooper Dr / Plenty Rd, Bundoora 3083;-37.703560,145.056090
Greenwood Dr/Plenty Rd;Bundoora;Greenwood Dr / Plenty Rd, Bundoora 3083;-37.707350,145.052240
Metropolitan Fire Brigade/Plenty Rd;Bundoora;Plenty Rd, Bundoora 3083;-37.710480,145.048990
Bundoora Park/Plenty Rd;Bundoora;Main Dr / Plenty Rd, Bundoora 3083;-37.712440,145.046430
La Trobe University/Plenty Rd;Bundoora;Kingsbury Dr / Plenty Rd, Bundoora 3083;-37.716810,145.043050
Janefield Dr/Plenty Rd;Bundoora;Janefield Dr / Plenty Rd, Bundoora 3083;-37.682720,145.068880
Edinburgh St/Swan St;Burnley;Edinburgh St / Swan St, Burnley 3121;-37.826506,145.004899
Burnley St/Swan St;Burnley;Burnley St / Swan St, Burnley 3121;-37.826788,145.007363
Stawell St/Swan St;Burnley;Stawell St / Swan St, Burnley 3121;-37.827047,145.009790
Park Gr/Swan St;Burnley;Park Gr / Swan St, Burnley 3121;-37.827262,145.011776
Madden Gr/Swan St;Burnley;Madden Gr / Swan St, Burnley 3121;-37.827467,145.016510
Eastern Dr/Swan St;Burnley;Eastern Dr / Swan St, Burnley 3121;-37.826557,145.021013
Warrigal Rd/Burwood Hwy;Burwood;Warrigal Rd / Burwood Hwy, Burwood 3125;-37.850430,145.095880
Somers St/Burwood Hwy;Burwood;Somers St / Burwood Hwy, Burwood 3125;-37.850660,145.099050
Gilmour St/Burwood Hwy;Burwood;Gilmour St / Burwood Hwy, Burwood 3125;-37.850780,145.099040
Roslyn St/Burwood Hwy;Burwood;Roslyn St / Burwood Hwy, Burwood 3125;-37.850440,145.102090
Millicent St/Burwood Hwy;Burwood;Millicent St / Burwood Hwy, Burwood 3125;-37.850510,145.102160
Presbyterian Ladies College/Burwood Hwy;Burwood;Burwood Hwy, Burwood 3125;-37.849970,145.105480
Presbyterian Ladies College/Burwood Hwy;Burwood;Cromwell St / Burwood Hwy, Burwood 3125;-37.850040,145.105740
Elgar Rd/Burwood Hwy;Burwood;Elgar Rd / Burwood Hwy, Burwood 3125;-37.849490,145.108820
Deakin University/Burwood Hwy;Burwood;Gillard St / Burwood Hwy, Burwood 3125;-37.849990,145.115240
Station St/Burwood Hwy;Burwood;Station St / Burwood Hwy, Burwood 3125;-37.850550,145.119330
Starling St/Burwood Hwy;Burwood;Starling St / Burwood Hwy, Burwood 3125;-37.851250,145.126010
Middleborough Rd/Burwood Hwy;Burwood;Middleborough Rd / Burwood Hwy, Burwood 3125;-37.852020,145.131840
Old Burwood Rd/Burwood Hwy;Burwood East;Old Burwood Rd / Burwood Hwy, Burwood East 3151;-37.851450,145.138180
Benwerrin Reserve/Burwood Hwy;Burwood East;Royton St / Burwood Hwy, Burwood East 3151;-37.851290,145.141880
Keats St/Burwood Hwy;Burwood East;Keats St / Burwood Hwy, Burwood East 3151;-37.851850,145.146240
Highview Gr/Burwood Hwy;Burwood East;Highview Gr / Burwood Hwy, Burwood East 3151;-37.851940,145.146340
Blackburn Rd/Burwood Hwy;Burwood East;Blackburn Rd / Burwood Hwy, Burwood East 3151;-37.852624,145.151500
Sevenoaks Rd/Burwood Hwy;Burwood East;Sevenoaks Rd / Burwood Hwy, Burwood East 3151;-37.853590,145.158560
Lakeside Dr/Burwood Hwy;Burwood East;Lakeside Dr / Burwood Hwy, Burwood East 3151;-37.854497,145.166016
Springvale Rd/Burwood Hwy;Burwood East;Springvale Rd / Burwood Hwy, Burwood East 3151;-37.854790,145.168160
Mont Albert Rd/Burke Rd;Camberwell;Mont Albert Rd / Burke Rd, Camberwell 3124;-37.815780,145.059750
Canterbury Rd/Burke Rd;Camberwell;Canterbury Rd / Burke Rd, Camberwell 3124;-37.821300,145.058710
Victoria Rd/Burke Rd;Camberwell;Victoria Rd / Burke Rd, Camberwell 3124;-37.823430,145.058310
Camberwell Station/Burke Rd;Camberwell;Cookson St / Burke Rd, Camberwell 3124;-37.825970,145.057830
Prospect Hill Rd/Burke Rd;Camberwell;Prospect Hill Rd / Burke Rd, Camberwell 3124;-37.827970,145.057440
Camberwell Junction/Burke Rd;Camberwell;Camberwell Rd / Burke Rd, Camberwell 3124;-37.831090,145.056840
Reserve Rd/Burke Rd;Camberwell;Reserve Rd / Burke Rd, Camberwell 3124;-37.833890,145.056310
Seymour Gr/Burke Rd;Camberwell;Seymour Gr / Burke Rd, Camberwell 3124;-37.835190,145.056070
Currajong Ave/Burke Rd;Camberwell;Currajong Ave / Burke Rd, Camberwell 3124;-37.838090,145.055520
Pine Ave/Burke Rd;Camberwell;Pine Ave / Burke Rd, Camberwell 3124;-37.840060,145.055140
Anderson Rd/Burke Rd;Camberwell;Anderson Rd / Burke Rd, Camberwell 3124;-37.841590,145.054850
Middle Rd/Burke Rd;Camberwell;Middle Rd / Burke Rd, Camberwell 3124;-37.843660,145.054450
Toorak Rd/Burke Rd;Camberwell;Toorak Rd / Burke Rd, Camberwell 3124;-37.845610,145.054080
Lockhart St/Riversdale Rd;Camberwell;Lockhart St / Riversdale Rd, Camberwell 3124;-37.834753,145.088135
Glyndon Rd/Riversdale Rd;Camberwell;Glyndon Rd / Riversdale Rd, Camberwell 3124;-37.833905,145.079273
Cooloongatta Rd/Riversdale Rd;Camberwell;Cooloongatta Rd / Riversdale Rd, Camberwell 3124;-37.833653,145.077099
Wandin Rd/Riversdale Rd;Camberwell;Wandin Rd / Riversdale Rd, Camberwell 3124;-37.832658,145.068721
Derby St/Riversdale Rd;Camberwell;Derby St / Riversdale Rd, Camberwell 3124;-37.832339,145.065888
Trafalgar Rd/Riversdale Rd;Camberwell;Trafalgar Rd / Riversdale Rd, Camberwell 3124;-37.832061,145.063507
Fermanagh Rd/Riversdale Rd;Camberwell;Fermanagh Rd / Riversdale Rd, Camberwell 3124;-37.831688,145.060200
Camberwell Market/517 Riversdale Rd;Camberwell;Riversdale Rd, Camberwell 3124;-37.831409,145.057631
Camberwell Junction/Riversdale Rd;Camberwell;Burke Rd / Riversdale Rd, Camberwell 3124;-37.831486,145.057145
Spencer Rd/Riversdale Rd;Camberwell;Spencer Rd / Riversdale Rd, Camberwell 3124;-37.832940,145.069867
Willow Gr/Riversdale Rd;Camberwell;Willow Gr / Riversdale Rd, Camberwell 3124;-37.833272,145.072670
Highfield Rd/Riversdale Rd;Camberwell;Highfield Rd / Riversdale Rd, Camberwell 3124;-37.834537,145.085146
Essex Rd/Riversdale Rd;Camberwell;Essex Rd / Riversdale Rd, Camberwell 3124;-37.835218,145.090965
Through Rd/Riversdale Rd;Camberwell;Through Rd / Riversdale Rd, Camberwell 3124;-37.835535,145.093797
265 Camberwell Rd;Camberwell;Camberwell Rd, Camberwell 3124;-37.832110,145.057750
Camberwell Primary School/Camberwell Rd;Camberwell;Butler St / Camberwell Rd, Camberwell 3124;-37.832960,145.058740
Camberwell Primary School/Camberwell Rd;Camberwell;Reserve Rd / Camberwell Rd, Camberwell 3124;-37.833340,145.058970
Camberwell Civic Centre/Camberwell Rd;Camberwell;Avenue Rd / Camberwell Rd, Camberwell 3124;-37.834590,145.060630
Camberwell Civic Centre/Camberwell Rd;Camberwell;Inglesby Rd / Camberwell Rd, Camberwell 3124;-37.834810,145.060710
Trafalgar Rd/Camberwell Rd;Camberwell;Trafalgar Rd / Camberwell Rd, Camberwell 3124;-37.835920,145.062160
Bowen St/Camberwell Rd;Camberwell;Bowen St / Camberwell Rd, Camberwell 3124;-37.837710,145.064200
Christowel St/Camberwell Rd;Camberwell;Christowel St / Camberwell Rd, Camberwell 3124;-37.839400,145.066080
Acheron Ave/Camberwell Rd;Camberwell;Acheron Ave / Camberwell Rd, Camberwell 3124;-37.839810,145.066300
Maple Cres/Camberwell Rd;Camberwell;Maple Cres / Camberwell Rd, Camberwell 3124;-37.840810,145.067640
Orange Gr/Camberwell Rd;Camberwell;Orange Gr / Camberwell Rd, Camberwell 3124;-37.841150,145.067810
Orrong Cres/Camberwell Rd;Camberwell;Orrong Cres / Camberwell Rd, Camberwell 3124;-37.842120,145.069120
Glen Iris Rd/Camberwell Rd;Camberwell;Glen Iris Rd / Camberwell Rd, Camberwell 3124;-37.842300,145.069120
Tyrone St/Camberwell Rd;Camberwell;Tyrone St / Camberwell Rd, Camberwell 3124;-37.844140,145.071430
Wilson Gr/Camberwell Rd;Camberwell;Wilson Gr / Camberwell Rd, Camberwell 3124;-37.844430,145.071520
Fordham Gardens/Camberwell Rd;Camberwell;Smith Rd / Camberwell Rd, Camberwell 3124;-37.845910,145.073410
Smith Rd/Camberwell Rd;Camberwell;Smith Rd / Camberwell Rd, Camberwell 3124;-37.845910,145.073200
Toorak Rd/Camberwell Rd;Camberwell;Toorak Rd / Camberwell Rd, Camberwell 3124;-37.847830,145.075580
Summerhill Rd/Toorak Rd;Camberwell;Summerhill Rd / Toorak Rd, Camberwell 3124;-37.848200,145.077080
Highfield Rd/Toorak Rd;Camberwell;Highfield Rd / Toorak Rd, Camberwell 3124;-37.848740,145.081810
Lithgow St/Toorak Rd;Camberwell;Lithgow St / Toorak Rd, Camberwell 3124;-37.848920,145.082300
Oberwyl Rd/Toorak Rd;Camberwell;Oberwyl Rd / Toorak Rd, Camberwell 3124;-37.849040,145.084300
Grandview Ave/Toorak Rd;Camberwell;Grandview Ave / Toorak Rd, Camberwell 3124;-37.849200,145.084590
